855683	YNL044W	25	103
855690	YNL038W	592	665
855720	YNL012W	106	189
855728	YNL004W	31	372
855789	YNR053C	811	1342
853993	YOL127W	14	427
854028	YOL121C	21	410
854029	YOL120C	113	559
854109	YOL048C	286	363
854110	YOL047C	244	306
854263	YOR096W	145	545
854289	YOR122C	14	222
854354	YOR182C	4	414
854409	YOR234C	20	546
854468	YOR293W	53	489
854489	YOR312C	2	427
855846	YPL283C	20	167
855826	YPL249C-A	17	254
855835	YPL241C	26	105
855883	YPL218W	29	167
855903	YPL198W	12	420
855903	YPL198W	515	921
855928	YPL175W	18	117
855960	YPL143W	20	544
855974	YPL129W	10	114
855995	YPL109C	1794	1945
856015	YPL090C	7	400
856024	YPL081W	8	508
856026	YPL079W	12	432
856030	YPL075W	9	759
856076	YPL031C	18	119
5142379	YPR010C-A	34	176
856140	YPR028W	52	184
856156	YPR043W	3	405
856176	YPR063C	42	127
856213	YPR098C	48	143
856250	YPR132W	66	430
856276	YPR153W	6	139
5848745	YPR170W-B	150	248
856317	YPR187W	21	96
856332	YPR202W	20	167
852206	YBL072C	1	308
852185	YBL092W	1	333
852386	YBR089C-A	1	357
851498	YDL061C	1	409
851418	YDL137W	1	332
851338	YDL189W	1	99
851676	YDR099W	1	743
856839	YER102W	1	360
856868	YER131W	1	361
850592	YFR032C-A	1	331
852852	YGL031C	1	456
852688	YGL187C	1	342
852686	YGL189C	1	368
852911	YGR027C	1	312
853051	YGR148C	1	392
854683	YIL123W	1	487
853311	YJL130C	1	320
853707	YKL150W	1	88
853649	YKL186C	1	154
851045	YLR333C	1	423
851082	YLR367W	1	557
851104	YLR388W	1	488
855659	YNL066W	1	346
855871	YPL230W	1	75
